eps shannon minent sepbits
0 5 5 0
0.01 4.99783004159 4.59946207042 0.398367971175
0.05 4.95823626114 3.62148837675 1.33674788439
0.15 4.73905218614 2.46394709976 2.27510508638
0.3 4.22931717973 1.59400764032 2.6353095394
0.6 2.7765673614 0.663716612136 2.11285074927
0.9 0.701842482765 0.102759574425 0.59908290834
